,Unnamed: 0,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,dataset
10591,10591,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,15,100-500,Pvt Ltd,1,47,0.0,train
10592,10592,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,1,64,0.0,train
10593,10593,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,1,46,0.0,train
10594,10594,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,4,100-500,Pvt Ltd,1,22,0.0,train
10595,10595,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,50-99,Pvt Ltd,>4,130,1.0,train
10596,10596,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,8,500-999,Pvt Ltd,1,14,0.0,train
10597,10597,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1,19,0.0,train
10598,10598,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,1,109,0.0,train
10599,10599,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,17,10000+,Pvt Ltd,4,61,0.0,train
10600,10600,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,16,500-999,Pvt Ltd,>4,204,0.0,train
10601,10601,0.897,Male,Has relevent experience,Full time course,Masters,STEM,5,10000+,Pvt Ltd,1,134,0.0,train
10602,10602,0.836,Male,No relevent experience,Part time course,Masters,Humanities,19,10/49,Pvt Ltd,4,20,0.0,train
10603,10603,0.855,Male,Has relevent experience,Full time course,Masters,Other,16,50-99,Pvt Ltd,>4,45,1.0,train
10604,10604,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,53,0.0,train
10605,10605,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,4,20,0.0,train
10606,10606,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,112,0.0,train
10607,10607,0.91,Male,No relevent experience,Full time course,High School,STEM,2,50-99,Pvt Ltd,1,29,0.0,train
10608,10608,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,4,67,0.0,train
10609,10609,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Funded Startup,2,154,0.0,train
10610,10610,0.926,Male,Has relevent experience,no_enrollment,Graduate,Humanities,6,50-99,Pvt Ltd,2,12,0.0,train
10611,10611,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,100-500,NGO,1,58,1.0,train
10612,10612,0.91,Male,Has relevent experience,no_enrollment,High School,STEM,19,10/49,Pvt Ltd,2,74,0.0,train
10613,10613,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,154,0.0,train
10614,10614,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,10/49,Pvt Ltd,1,155,1.0,train
10615,10615,0.74,Male,No relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,never,13,1.0,train
10616,10616,0.836,Male,Has relevent experience,no_enrollment,High School,STEM,9,50-99,Pvt Ltd,2,22,0.0,train
10617,10617,0.92,Male,No relevent experience,no_enrollment,Graduate,Business Degree,<1,50-99,Pvt Ltd,1,139,1.0,train
10618,10618,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,8,1000-4999,Pvt Ltd,>4,268,0.0,train
10619,10619,0.887,Male,Has relevent experience,no_enrollment,High School,STEM,6,50-99,Pvt Ltd,2,104,0.0,train
10620,10620,0.738,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Early Stage Startup,1,48,1.0,train
10621,10621,0.855,Male,Has relevent experience,Full time course,Masters,STEM,10,10000+,Pvt Ltd,3,14,0.0,train
10622,10622,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,Pvt Ltd,>4,26,0.0,train
10623,10623,0.92,Male,No relevent experience,no_enrollment,Graduate,Business Degree,>20,50-99,Pvt Ltd,>4,50,0.0,train
10624,10624,0.92,Male,No relevent experience,Part time course,Graduate,Humanities,2,50-99,Pvt Ltd,2,70,0.0,train
10625,10625,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,never,10,1.0,train
10626,10626,0.91,Male,Has relevent experience,no_enrollment,High School,STEM,15,<10,Early Stage Startup,3,58,0.0,train
10627,10627,0.91,Male,No relevent experience,Full time course,High School,STEM,2,100-500,Pvt Ltd,1,66,0.0,train
10628,10628,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,5,0.0,train
10629,10629,0.8270000000000001,Other,No relevent experience,Full time course,Graduate,STEM,10,50-99,Public Sector,1,50,1.0,train
10630,10630,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,16,1.0,train
10631,10631,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,70,0.0,train
10632,10632,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1,14,0.0,train
10633,10633,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,>4,12,1.0,train
10634,10634,0.924,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,2,4,0.0,train
10635,10635,0.92,Other,No relevent experience,Full time course,Graduate,STEM,4,10000+,NGO,1,19,0.0,train
10636,10636,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,4,114,1.0,train
10637,10637,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,50-99,Pvt Ltd,4,20,1.0,train
10638,10638,0.92,Male,No relevent experience,no_enrollment,Graduate,Arts,15,10000+,Pvt Ltd,>4,33,0.0,train
10639,10639,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,51,1.0,train
10640,10640,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,never,152,0.0,train
10641,10641,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,2,98,0.0,train
10642,10642,0.926,Male,Has relevent experience,Full time course,Graduate,STEM,7,10000+,Pvt Ltd,1,2,0.0,train
10643,10643,0.682,Male,No relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,80,0.0,train
10644,10644,0.55,Male,No relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,never,38,1.0,train
10645,10645,0.899,Male,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,1,53,0.0,train
10646,10646,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,6,500-999,Pvt Ltd,1,82,0.0,train
10647,10647,0.6890000000000001,Male,No relevent experience,no_enrollment,High School,STEM,2,50-99,Pvt Ltd,never,88,0.0,train
10648,10648,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,4,84,0.0,train
10649,10649,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,12,0.0,train
10650,10650,0.924,Other,Has relevent experience,Full time course,High School,STEM,4,<10,Pvt Ltd,1,8,0.0,train
10651,10651,0.92,Female,Has relevent experience,no_enrollment,Graduate,Other,<1,50-99,Pvt Ltd,>4,86,1.0,train
10652,10652,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,3,10/49,Pvt Ltd,1,11,0.0,train
10653,10653,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,1,40,0.0,train
10654,10654,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,78,1.0,train
10655,10655,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,2,140,1.0,train
10656,10656,0.698,Male,No relevent experience,Full time course,High School,STEM,1,50-99,Pvt Ltd,1,6,0.0,train
10657,10657,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,500-999,Pvt Ltd,1,80,0.0,train
10658,10658,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,4,37,0.0,train
10659,10659,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,2,42,0.0,train
10660,10660,0.91,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,12,100-500,Pvt Ltd,4,10,0.0,train
10661,10661,0.91,Male,No relevent experience,Full time course,High School,STEM,1,50-99,Pvt Ltd,1,56,0.0,train
10662,10662,0.91,Male,No relevent experience,no_enrollment,High School,STEM,3,50-99,Pvt Ltd,1,35,0.0,train
10663,10663,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,1,46,0.0,train
10664,10664,0.764,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,7,1.0,train
10665,10665,0.924,Male,No relevent experience,no_enrollment,Masters,STEM,>20,100-500,Public Sector,4,92,0.0,train
10666,10666,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,6,<10,Pvt Ltd,1,37,0.0,train
10667,10667,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,35,1.0,train
10668,10668,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,84,0.0,train
10669,10669,0.92,Male,Has relevent experience,no_enrollment,Masters,Other,18,50-99,Pvt Ltd,1,136,0.0,train
10670,10670,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,never,24,1.0,train
10671,10671,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,1,18,1.0,train
10672,10672,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,1,48,0.0,train
10673,10673,0.91,Male,Has relevent experience,no_enrollment,High School,STEM,>20,100-500,Pvt Ltd,>4,77,0.0,train
10674,10674,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,>4,31,0.0,train
10675,10675,0.92,Male,Has relevent experience,no_enrollment,High School,STEM,12,100-500,Pvt Ltd,2,74,0.0,train
10676,10676,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,24,1.0,train
10677,10677,0.897,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Early Stage Startup,1,8,0.0,train
10678,10678,0.926,Male,No relevent experience,no_enrollment,High School,STEM,6,1000-4999,Pvt Ltd,1,34,0.0,train
10679,10679,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,3,50-99,Pvt Ltd,1,90,0.0,train
10680,10680,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Pvt Ltd,2,46,0.0,train
10681,10681,0.698,Male,Has relevent experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,2,112,0.0,train
10682,10682,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,1,61,1.0,train
10683,10683,0.866,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,50-99,Pvt Ltd,>4,104,0.0,train
10684,10684,0.899,Female,Has relevent experience,no_enrollment,Graduate,Other,>20,50-99,Pvt Ltd,>4,178,0.0,train
10685,10685,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,4,40,0.0,train
10686,10686,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10/49,Pvt Ltd,>4,21,0.0,train
10687,10687,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,1,78,1.0,train
10688,10688,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Public Sector,3,28,0.0,train
10689,10689,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,never,17,0.0,train
10690,10690,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,156,0.0,train
10691,10691,0.92,Male,No relevent experience,Part time course,Graduate,STEM,7,500-999,NGO,>4,24,0.0,train
10692,10692,0.682,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,1,42,1.0,train
10693,10693,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,28,1.0,train
10694,10694,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,1,108,0.0,train
10695,10695,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,1,37,0.0,train
10696,10696,0.738,Male,No relevent experience,no_enrollment,Graduate,STEM,9,100-500,Public Sector,3,56,0.0,train
10697,10697,0.804,Male,Has relevent experience,Full time course,Graduate,STEM,>20,<10,Early Stage Startup,1,39,0.0,train
10698,10698,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,10,0.0,train
10699,10699,0.903,Male,Has relevent experience,no_enrollment,Graduate,Humanities,4,500-999,Pvt Ltd,1,73,0.0,train
10700,10700,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,>4,70,0.0,train
10701,10701,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,2,112,0.0,train
10702,10702,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,2,80,1.0,train
10703,10703,0.855,Male,No relevent experience,Full time course,High School,STEM,<1,50-99,Pvt Ltd,1,110,0.0,train
10704,10704,0.924,Male,Has relevent experience,Full time course,High School,STEM,13,50-99,Pvt Ltd,1,48,1.0,train
10705,10705,0.92,Male,No relevent experience,Full time course,High School,STEM,2,100-500,NGO,1,99,0.0,train
10706,10706,0.92,Male,Has relevent experience,Full time course,Masters,STEM,7,10000+,Pvt Ltd,1,30,1.0,train
10707,10707,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,500-999,NGO,2,48,0.0,train
10708,10708,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,170,0.0,train
10709,10709,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10/49,Pvt Ltd,1,13,0.0,train
10710,10710,0.92,Male,No relevent experience,no_enrollment,High School,STEM,<1,50-99,Pvt Ltd,never,60,0.0,train
10711,10711,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,1,34,0.0,train
10712,10712,0.92,Male,No relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,2,262,1.0,train
10713,10713,0.925,Male,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,>4,67,0.0,train
10714,10714,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,4,32,0.0,train
10715,10715,0.92,Male,No relevent experience,Full time course,High School,STEM,5,10/49,Public Sector,1,17,1.0,train
10716,10716,0.878,Male,Has relevent experience,no_enrollment,High School,STEM,10,<10,Pvt Ltd,never,51,1.0,train
10717,10717,0.83,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Public Sector,3,27,0.0,train
10718,10718,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,10000+,Public Sector,>4,56,1.0,train
10719,10719,0.923,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,14,0.0,train
10720,10720,0.738,Male,No relevent experience,Part time course,High School,STEM,2,50-99,Pvt Ltd,1,73,0.0,train
10721,10721,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,11,100-500,Pvt Ltd,1,76,1.0,train
10722,10722,0.92,Male,No relevent experience,Full time course,Masters,STEM,19,50-99,Public Sector,>4,21,1.0,train
10723,10723,0.92,Male,No relevent experience,Full time course,Graduate,Business Degree,>20,500-999,Other,>4,10,0.0,train
10724,10724,0.795,Male,Has relevent experience,Part time course,High School,STEM,<1,50-99,Pvt Ltd,1,10,0.0,train
10725,10725,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,78,1.0,train
10726,10726,0.84,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Pvt Ltd,>4,33,0.0,train
10727,10727,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1,84,0.0,train
10728,10728,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,22,0.0,train
10729,10729,0.924,Male,No relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,63,0.0,train
10730,10730,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,41,0.0,train
10731,10731,0.527,Male,No relevent experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,1,192,1.0,train
10732,10732,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,1,36,0.0,train
10733,10733,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1,22,0.0,train
10734,10734,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,21,0.0,train
10735,10735,0.897,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,9,0.0,train
10736,10736,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,5,10/49,Pvt Ltd,3,44,1.0,train
10737,10737,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,105,0.0,train
10738,10738,0.743,Male,Has relevent experience,Full time course,Graduate,STEM,6,5000-9999,Pvt Ltd,2,102,1.0,train
10739,10739,0.92,Male,No relevent experience,Full time course,Masters,Arts,15,50-99,Public Sector,>4,90,1.0,train
10740,10740,0.895,Male,Has relevent experience,no_enrollment,Masters,Humanities,15,500-999,Pvt Ltd,1,192,0.0,train
10741,10741,0.926,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,4,25,1.0,train
10742,10742,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,50-99,Pvt Ltd,4,74,0.0,train
10743,10743,0.624,Male,No relevent experience,no_enrollment,Primary School,STEM,3,50-99,Pvt Ltd,never,28,0.0,train
10744,10744,0.91,Male,No relevent experience,Full time course,Graduate,STEM,6,50-99,Pvt Ltd,1,90,1.0,train
10745,10745,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,2,<10,Early Stage Startup,1,65,0.0,train
10746,10746,0.624,Male,Has relevent experience,Full time course,Masters,STEM,5,10/49,Pvt Ltd,1,10,1.0,train
10747,10747,0.939,Male,No relevent experience,no_enrollment,Primary School,STEM,2,50-99,Pvt Ltd,never,28,0.0,train
10748,10748,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,1000-4999,Pvt Ltd,2,114,0.0,train
10749,10749,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,118,0.0,train
10750,10750,0.802,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Early Stage Startup,1,19,0.0,train
10751,10751,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,1,72,0.0,train
10752,10752,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,1,66,1.0,train
10753,10753,0.924,Female,No relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,39,1.0,train
10754,10754,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,1,<10,Pvt Ltd,1,24,0.0,train
10755,10755,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,6,0.0,train
10756,10756,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,3,1000-4999,Pvt Ltd,1,242,0.0,train
10757,10757,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,7,10000+,Pvt Ltd,never,43,1.0,train
10758,10758,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,58,1.0,train
10759,10759,0.915,Male,No relevent experience,Full time course,Graduate,STEM,2,50-99,Pvt Ltd,never,84,0.0,train
10760,10760,0.884,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,1,51,1.0,train
10761,10761,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,270,1.0,train
10762,10762,0.83,Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,50-99,Pvt Ltd,1,28,0.0,train
10763,10763,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,35,1.0,train
10764,10764,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,25,0.0,train
10765,10765,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,101,0.0,train
10766,10766,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,1,15,0.0,train
10767,10767,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,1,78,0.0,train
10768,10768,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,6,500-999,Pvt Ltd,never,106,0.0,train
10769,10769,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,1,42,0.0,train
10770,10770,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,14,<10,Pvt Ltd,>4,26,0.0,train
10771,10771,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,10/49,Pvt Ltd,1,101,1.0,train
10772,10772,0.897,Male,No relevent experience,Part time course,Graduate,STEM,3,10000+,Pvt Ltd,1,5,0.0,train
10773,10773,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,Pvt Ltd,2,9,0.0,train
10774,10774,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,2,20,1.0,train
10775,10775,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,18,50-99,Pvt Ltd,1,18,1.0,train
10776,10776,0.738,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Funded Startup,1,25,0.0,train
10777,10777,0.884,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Funded Startup,>4,16,0.0,train
10778,10778,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,1,60,0.0,train
10779,10779,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,51,0.0,train
10780,10780,0.624,Male,No relevent experience,no_enrollment,Graduate,Other,<1,50-99,Pvt Ltd,never,154,1.0,train
10781,10781,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,11,0.0,train
10782,10782,0.897,Male,No relevent experience,Part time course,Graduate,STEM,4,10000+,Public Sector,1,20,1.0,train
10783,10783,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,10000+,Pvt Ltd,1,74,0.0,train
10784,10784,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1,72,0.0,train
10785,10785,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,41,0.0,train
10786,10786,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,20,1.0,train
10787,10787,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,1,316,0.0,train
10788,10788,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,4,60,0.0,train
10789,10789,0.775,Male,Has relevent experience,Full time course,Graduate,STEM,8,50-99,Pvt Ltd,1,164,0.0,train
10790,10790,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,6,5000-9999,Pvt Ltd,1,16,0.0,train
10791,10791,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,NGO,1,31,0.0,train
10792,10792,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,>4,101,0.0,train
10793,10793,0.516,Male,No relevent experience,Part time course,Graduate,No Major,3,50-99,Pvt Ltd,never,43,1.0,train
10794,10794,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,1,43,0.0,train
10795,10795,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,1,144,0.0,train
10796,10796,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,5000-9999,Pvt Ltd,2,27,0.0,train
10797,10797,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,1000-4999,Pvt Ltd,1,28,0.0,train
10798,10798,0.691,Male,Has relevent experience,Full time course,Graduate,STEM,4,10/49,Pvt Ltd,1,55,1.0,train
10799,10799,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,1,75,0.0,train
10800,10800,0.897,Male,No relevent experience,Full time course,Masters,STEM,2,100-500,Pvt Ltd,1,145,1.0,train
10801,10801,0.624,Male,Has relevent experience,Part time course,Graduate,STEM,3,10/49,Pvt Ltd,1,67,1.0,train
10802,10802,0.949,Other,No relevent experience,Full time course,Graduate,STEM,9,<10,Early Stage Startup,1,59,0.0,train
10803,10803,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,100-500,Pvt Ltd,1,26,0.0,train
10804,10804,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,1,2,0.0,train
10805,10805,0.645,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,9,0.0,train
10806,10806,0.624,Male,Has relevent experience,no_enrollment,Graduate,No Major,10,10000+,Pvt Ltd,2,4,1.0,train
10807,10807,0.913,Male,No relevent experience,no_enrollment,Phd,STEM,12,100-500,NGO,never,262,0.0,train
10808,10808,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,>4,48,0.0,train
10809,10809,0.802,Male,Has relevent experience,Full time course,Graduate,STEM,8,5000-9999,Pvt Ltd,never,196,1.0,train
10810,10810,0.92,Male,No relevent experience,Full time course,High School,STEM,1,50-99,Pvt Ltd,1,96,1.0,train
10811,10811,0.843,Female,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,1,246,0.0,train
10812,10812,0.92,Male,No relevent experience,no_enrollment,Graduate,No Major,>20,10/49,Pvt Ltd,>4,45,0.0,train
10813,10813,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,>4,47,0.0,train
10814,10814,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,1,140,0.0,train
10815,10815,0.698,Other,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Public Sector,>4,11,0.0,train
10816,10816,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,>4,11,0.0,train
10817,10817,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,12,50-99,Pvt Ltd,>4,16,0.0,train
